gene	value_1	value_2	log2(fold_change)	p_value
GLUL	218.862	191.3	-0.194189	0.9073
RNASEL	1.0694	0.247022	-2.11409	0.16575
RGS16	8.63722	1.26135	-2.7756	0.0463
DKFZP564C196	0.0526579	0.249743	2.24572	0.2502
NCF2	1.49196	2.97206	0.994252	0.44965
ARPC5	33.66	115.961	1.78454	0.15055
GLT25D2	0.0295866	0.204597	2.78977	0.1619
EDEM3	5.37736	25.2453	2.23105	0.0645
FAM129A	0.731421	1.42156	0.958697	0.44655
TRMT1L	4.40306	8.78836	0.997087	0.4056
IVNS1ABP	8.97976	24.2397	1.43262	0.20995
TPR	6.57319	17.4693	1.41016	0.52595
PTGS2	0.742995	0.25284	-1.55513	0.3064
UCHL5	4.50607	12.5412	1.47673	0.2654
GLRX2	13.0838	11.4663	-0.190384	0.88005
KCNT2	0.529259	2.12246	2.00369	0.11265
F13B	58.4558	14.8423	-1.97763	0.103
ASPM	0.167039	3.8743	4.53568	0.00705
ZBTB41	1.05414	4.56682	2.11512	0.06635
DENND1B	1.2726	4.10131	1.6883	0.15865
ZNF281	2.6901	15.12	2.49073	0.03705
KIF14	0.0350039	0.89139	4.67047	0.0198
DDX59	4.06947	8.21962	1.01423	0.37635
KIF21B	0.265175	0.17104	-0.632614	0.67435
TMEM9	53.8725	94.0614	0.804053	0.4818
TNNT2	0.0854034	0.298653	1.80611	0.2641
LAD1	9.99591	82.1034	3.03803	0.0217
TNNI1	0.599887	1.32801	1.1465	0.3835
PHLDA3	5.70608	13.129	1.20218	0.3316
CSRP1	79.0133	14.596	-2.43652	0.03935
LMOD1	1.57106	1.11497	-0.494729	0.6979
ARL8A	34.7386	33.9491	-0.0331668	0.97545
PTPN7	0.803059	0.538183	-0.57741	0.69655
UBE2T	0.878255	9.18692	3.38687	0.04245
KDM5B	1.81892	13.4632	2.88786	0.01775
RABIF	2.45315	4.11946	0.74782	0.52725
KLHL12	4.15504	13.6784	1.71897	0.13115
ADIPOR1	50.5819	63.6549	0.331649	0.76975
CYB5R1	32.9626	38.9773	0.241802	0.82365
CHI3L1	74.596	85.5641	0.197908	0.8632
FMOD	4.23707	4.51158	0.0905638	0.9343
ETNK2	115.751	16.5502	-2.80611	0.0286
REN	0.311861	0.0089117	-5.12906	0.18735
KISS1	2.58927	1.11931	-1.20993	0.46715
GOLT1A	173.884	115.228	-0.593641	0.6038
PLEKHA6	8.7636	10.8472	0.307722	0.7827
PPP1R15B	18.4451	24.2317	0.393661	0.73875
PIK3C2B	1.43761	7.001	2.28389	0.0589
LRRN2	0.649124	0.18989	-1.77333	0.2775
TMEM81	1.73405	1.80766	0.0599737	0.96905
RBBP5	2.97738	9.4537	1.66684	0.14055
DSTYK	0.512997	2.11715	2.0451	0.1024
NUAK2	1.99787	3.59129	0.846043	0.49245
KLHDC8A	0.0707911	0.52322	2.88578	0.149
ELK4	2.42972	10.2771	2.08058	0.0744
SLC45A3	3.67266	8.37579	1.1894	0.30665
NUCKS1	29.007	117.665	2.02021	0.191
RAB7L1	4.70091	22.664	2.26939	0.051
SLC41A1	0.657539	4.59435	2.80471	0.0403
C1orf186	0.219721	3.60752	4.03726	0.02895
EIF2D	19.0646	24.3132	0.350844	0.7503
IL10	0.316532	0.085939	-1.88097	0.3399
FAIM3	1.03265	0.577396	-0.838715	0.5724
PIGR	23.0727	2.05508	-3.48892	0.007
FCAMR	1.5898	0.164757	-3.27043	0.05045
C1orf116	0.337123	2.65294	2.97625	0.0434
YOD1	0.990479	3.00644	1.60186	0.17315
CD34	3.21066	17.9372	2.48201	0.04095
PLXNA2	0.906833	2.59721	1.51805	0.18895
LAMB3	1.81759	3.93577	1.11462	0.35915
C1orf74	1.01195	3.59942	1.83063	0.3381
IRF6	10.6498	26.0595	1.29098	0.2512
SLC30A1	10.6135	24.6052	1.21307	0.27115
NEK2	0.414692	4.78642	3.52884	0.029
LPGAT1	6.8718	88.6599	3.68952	0.02125
INTS7	2.28836	12.0238	2.39351	0.05655
TMEM206	0.778562	3.70456	2.25042	0.1215
BATF3	0.523713	0.625083	0.255272	0.88405
NSL1	1.34846	3.22852	1.25956	0.2373
FLVCR1-AS1	1.19014	3.99414	1.74675	0.25955
ANGEL2	2.33274	8.17024	1.80835	0.1129
PROX1-AS1	1.02012	3.59116	1.81571	0.1589
PTPN14	0.262379	2.14274	3.02973	0.02385
USH2A	1.18958	0.0623606	-4.25367	0.01075
ESRRG	0.200108	0.00958184	-4.38433	0.00175
GPATCH2	1.25687	3.65607	1.54046	0.24415
SLC30A10	11.1363	28.5378	1.3576	0.7925
EPRS	9.05189	41.9038	2.21079	0.4483
BPNT1	10.0326	17.9939	0.842818	0.8623
RAB3GAP2	1.92651	8.1576	2.08215	0.0629
DUSP10	29.1685	1.69979	-4.10098	0.00395
TAF1A	0.430296	2.3135	2.42667	0.11815
AIDA	15.9242	43.431	1.44751	0.21235
TLR5	0.332911	2.15567	2.69493	0.06875
SUSD4	0.192238	33.3734	7.43967	0.00425
TP53BP2	4.65958	15.1379	1.69989	0.1291
NVL	2.53075	5.83775	1.20585	0.30695
WDR26	6.49922	25.8218	1.99025	0.09505
LBR	11.643	48.0565	2.04527	0.08795
ENAH	1.44271	10.0592	2.80167	0.01865
TMEM63A	15.4727	21.4971	0.47442	0.57595
LEFTY1	1.78975	1.64593	-0.120857	0.93485
PYCR2	25.8302	39.6509	0.618293	0.5739
C1orf55	5.50782	11.6036	1.07502	0.32905
ACBD3	6.61871	22.6124	1.77249	0.1197
LIN9	0.311611	2.11294	2.76144	0.0762
PARP1	13.795	40.6412	1.5588	0.1904
ITPKB	1.21299	1.45773	0.265147	0.8243
CDC42BPA	2.88982	0.938565	-1.62245	0.16945
JMJD4	7.27531	12.6938	0.803049	0.71555
C1orf35	8.59872	16.9496	0.979054	0.41455
MRPL55	110.3	75.8128	-0.540919	0.6238
TRIM11	5.90804	10.0345	0.764212	0.50275
TRIM17	0.0381146	0.928547	4.60656	0.0712
HIST3H2A	0.757455	0.0988812	-2.93739	0.3308
C1orf96	0.526674	1.57895	1.58398	0.23675
NUP133	3.82771	17.0668	2.15664	0.0619
ABCB10	5.01592	21.8861	2.12543	0.06885
TAF5L	5.9664	12.2219	1.03454	0.34495
PGBD5	2.80209	1.26905	-1.14276	0.39305
AGT	1456.17	1732.46	0.250643	0.91975
C1orf198	5.10534	16.5986	1.70098	0.1299
TTC13	1.3199	6.36354	2.2694	0.07405
FAM89A	7.16889	4.12567	-0.79712	0.52035
C1orf131	5.07286	12.8491	1.3408	0.67895
EXOC8	2.07052	3.72871	0.848685	0.4514
EGLN1	8.77548	23.5062	1.42149	0.23115
LOC100287814	0.274634	0.052448	-2.38855	0.0869
SIPA1L2	1.2326	5.46093	2.14744	0.07595
PCNXL2	0.120441	0.41497	1.78467	0.2697
TARBP1	1.44042	18.4989	3.68287	0.0056
IRF2BP2	35.6768	70.7059	0.986843	0.4467
TOMM20	32.589	116.86	1.84233	0.16785
RBM34	8.55047	22.0867	1.3691	0.21545
ARID4B	2.78708	8.90758	1.67628	0.13795
B3GALNT2	1.64721	8.44664	2.35836	0.1475
LYST	0.657905	2.02491	1.62191	0.1577
NID1	31.3916	100.056	1.67235	0.2417
ERO1LB	5.72209	5.59265	-0.0330081	0.9747
HEATR1	2.48369	10.3703	2.0619	0.26455
GREM2	8.41424	0.00611203	-10.427	0.2329
FH	115.077	49.098	-1.22887	0.3214
OPN3	14.9281	7.00726	-1.09111	0.59375
CHML	0.345236	3.87944	3.49019	0.32545
LOC731275	0.491607	1.04168	1.08333	0.46185
CEP170	0.965474	5.13801	2.4119	0.04215
AKT3	0.894497	1.17169	0.389447	0.81935
ADSS	6.11096	21.2455	1.79768	0.1169
HNRNPU-AS1	5.23623	11.9323	1.18827	0.29545
HNRNPU	23.5036	60.3215	1.35979	0.32085
SMYD3	5.91277	14.2998	1.27409	0.2702
TFB2M	11.8496	19.5327	0.721048	0.508
AHCTF1	3.15013	12.59	1.9988	0.08755
ZNF670	0.425165	2.10243	2.30596	0.11275
ZNF695	0.425165	2.10243	2.30596	0.11275
ZNF669	0.760064	4.10001	2.43143	0.0968
C1orf229	0.279041	0.476878	0.773146	0.6482
ZNF124	0.280852	1.82237	2.69793	0.10175
ZNF496	1.29467	5.44896	2.07339	0.1361
SH3BP5L	7.4729	16.4505	1.13839	0.3052
ZNF692	4.70919	5.14212	0.126885	0.917
ZMYND11	9.7521	16.2636	0.737863	0.50545
C10orf108	2.02774	0.854081	-1.24743	0.72045
GTPBP4	6.62999	11.3721	0.778415	0.4752
IDI2-AS1	0.576031	0.301859	-0.93227	0.1695
WDR37	1.48353	2.62189	0.821577	0.49255
PFKP	1.1691	1.10752	-0.0780623	0.95425
LOC100507034	0.337611	0.678145	1.00623	0.7924
AKR1E2	0.187681	0.06811	-1.46235	0.45585
AKR1C1	154.613	14.7084	-3.39395	0.01085
AKR1C3	60.4587	56.9816	-0.0854553	0.93965
AKR1C4	252.868	6.43393	-5.29654	0.001
NET1	19.1041	19.6376	0.0397416	0.97285
FAM208B	1.46108	6.47307	2.14742	0.0652
FBXO18	10.5477	11.7183	0.151841	0.8879
RBM17	8.32229	11.9578	0.522905	0.62695
PFKFB3	5.5712	8.45051	0.601049	0.5794
LOC439949	0.297699	0.149322	-0.995429	0.55815
ITIH2	774.991	1121.88	0.533663	0.825
ATP5C1	202.319	119.764	-0.756436	0.53685
TAF3	1.49989	2.41044	0.684442	0.59395
GATA3	0.525264	0.292644	-0.843899	0.59175
CELF2	0.544811	0.468421	-0.217951	0.86965
ECHDC3	155.218	18.7222	-3.05147	0.01675
C10orf47	13.8624	17.0264	0.296598	0.7881
DHTKD1	50.6772	17.9346	-1.49859	0.2386
SEC61A2	2.43501	4.02184	0.723927	0.8772
CDC123	19.0991	24.0048	0.329823	0.86605
CAMK1D	1.53156	0.760417	-1.01014	0.5001
LOC283070	4.42009	1.04536	-2.08007	0.1282
OPTN	16.8109	18.9399	0.172031	0.88315
MCM10	0.0276612	0.369218	3.73854	0.06425
PRPF18	7.54972	7.87601	0.0610407	0.95645
HSPA14	2.59911	5.00599	0.94564	0.4505
SUV39H2	0.912191	2.84499	1.64102	0.21585
MEIG1	0.309832	0.0968826	-1.67718	0.448
RPP38	8.75093	7.14165	-0.29318	0.80445
PTER	2.82642	1.50587	-0.908376	0.45085
VIM	90.1375	115.572	0.358599	0.7692
STAM	1.85512	3.76206	1.02001	0.38565
MRC1	0.885553	0.131343	-2.75324	0.08255
CACNB2	0.34673	0.164475	-1.07594	0.4701
ARL5B	2.78833	5.72591	1.03811	0.3571
PLXDC2	1.25857	1.44778	0.202056	0.88395
MLLT10	5.1311	9.74126	0.924841	0.5024
BMI1	37.7374	49.8365	0.401207	0.7548
COMMD3	37.7374	49.8365	0.401207	0.7548
COMMD3-BMI1	37.7374	49.8365	0.401207	0.7548
MSRB2	34.0759	19.0878	-0.836096	0.44955
OTUD1	6.08465	3.31663	-0.875458	0.45195
KIAA1217	3.72837	4.88829	0.390786	0.71285
THNSL1	6.46458	2.84265	-1.18532	0.30105
APBB1IP	9.73224	0.874181	-3.47677	0.02215
PDSS1	1.91142	3.39774	0.829933	0.84865
MASTL	1.06552	2.12986	0.999203	0.43865
RAB18	10.8295	12.105	0.160642	0.88495
WAC	9.85499	23.3056	1.24175	0.3045
BAMBI	12.3124	33.5732	1.4472	0.19725
LOC387647	3.25245	9.40894	1.53251	0.20245
MAP3K8	1.18676	1.34294	0.178368	0.8935
ZEB1	1.92209	3.5576	0.888227	0.4202
C10orf68	0.0410227	0.224942	2.45506	0.16175
CCDC7	0.0410227	0.224942	2.45506	0.16175
CREM	21.6899	6.51146	-1.73597	0.13625
CCNY	16.1172	17.4627	0.115682	0.9162
ZNF33A	2.42867	4.91598	1.01731	0.3469
ZNF37A	0.699408	2.55735	1.87044	0.11375
HSD17B7P2	0.985767	0.569796	-0.7908	0.6254
LOC399744	0.822319	0.905337	0.138757	0.9223
BMS1	2.58763	5.93312	1.19716	0.27595
RET	0.483645	0.189953	-1.34831	0.4014
CSGALNACT2	2.63182	4.59177	0.80299	0.4826
ZNF487P	0.352378	0.230895	-0.609886	0.7231
ZNF485	0.382567	1.46021	1.9324	0.2213
TMEM72	0.0349328	0.417376	3.57869	0.26265
RASSF4	13.4924	32.9865	1.28973	0.5196
ZNF22	13.4085	13.7728	0.0386718	0.9724
ALOX5	1.11424	0.731205	-0.607707	0.6905
FAM21C	1.99263	3.23346	0.698408	0.541
GPRIN2	0.42744	0.0730979	-2.54782	0.2187
FAM35B2	0.721278	0.461579	-0.643978	0.6672
CTSL1P2	0.930011	3.28407	1.82017	0.24505
MAPK8	5.22423	6.67315	0.353149	0.76515
WDFY4	0.222875	0.150034	-0.570945	0.70705
NCOA4	73.2509	111.055	0.600352	0.66985
AGAP6	0.656088	0.936851	0.513931	0.73935
FAM21A	0.162221	0.905366	2.48054	0.1032
FAM21B	0.162221	0.905366	2.48054	0.1032
PRKG1	0.205293	0.416777	1.02159	0.8221
DKK1	0.0283194	2.26496	6.32155	0.15345
CISD1	12.2835	4.06438	-1.59561	0.17465
UBE2D1	2.4899	6.22897	1.3229	0.2548
TFAM	6.32748	10.1135	0.676575	0.54965
BICC1	0.868206	11.7473	3.75815	0.01065
PHYHIPL	0.414381	9.9639	4.58768	0.02625
CDK1	0.492091	6.55595	3.73581	0.0173
ARID5B	1.46979	3.08073	1.06766	0.34285
ADO	4.1884	4.41715	0.076718	0.94285
NRBF2	19.9869	9.56713	-1.0629	0.3417
LOC84989	0.485584	0.613878	0.338233	0.41725
REEP3	8.24687	11.0681	0.424491	0.69895
SIRT1	4.48294	4.4243	-0.0189959	0.98535
HNRNPH3	20.7152	27.9706	0.433224	0.8219
TET1	0.032754	0.384688	3.55395	0.0506
CCAR1	4.43281	10.2312	1.20668	0.26405
STOX1	0.208504	0.0977502	-1.0929	0.4793
DDX50	5.80334	11.8336	1.02793	0.3557
DDX21	3.70215	15.4385	2.0601	0.07685
KIAA1279	3.93563	5.98808	0.6055	0.5967
SRGN	29.4185	14.9136	-0.980097	0.3688
VPS26A	8.41008	22.3149	1.40781	0.20205
SUPV3L1	8.75362	8.61756	-0.0226	0.983
HKDC1	0.214069	11.3263	5.72546	0.00545
HK1	2.90133	3.42187	0.238073	0.84055
TSPAN15	4.23321	8.94825	1.07985	0.3842
C10orf35	2.8356	5.03004	0.826918	0.5791
COL13A1	0.186144	0.0464069	-2.00401	0.15325
H2AFY2	2.01306	20.5625	3.35256	0.2072
EIF4EBP2	18.7822	27.2854	0.538761	0.66275
KIAA1274	0.722207	1.3439	0.895944	0.52485
ADAMTS14	0.0389876	0.179284	2.20116	0.2306
SGPL1	8.05464	19.3385	1.26359	0.27185
UNC5B	0.896657	2.80884	1.64735	0.18145
SLC29A3	5.08005	3.55881	-0.513446	0.6757
CDH23	10.4735	0.68367	-3.9373	0.0987
CHST3	0.570051	2.88371	2.33876	0.0763
ANAPC16	31.17	20.6155	-0.596429	0.6372
DDIT4	46.1883	94.2507	1.02898	0.3805
MCU	3.31316	5.63811	0.767004	0.4972
OIT3	39.3343	3.31365	-3.5693	0.00795
NUDT13	1.93744	1.68984	-0.19726	0.88355
FAM149B1	5.60242	6.51695	0.218146	0.8446
SEC24C	19.5294	23.1324	0.244271	0.82935
FUT11	1.3639	3.81076	1.48234	0.30255
CHCHD1	37.3211	32.0169	-0.22116	0.84085
KIAA0913	7.38741	9.0327	0.290089	0.7954
PLAU	1.04346	3.31982	1.66972	0.22655
VCL	4.56659	10.8832	1.25291	0.25765
ADK	60.2611	37.6356	-0.679129	0.5614
KAT6B	1.33447	1.47727	0.146665	0.89675
SAMD8	1.52481	1.75863	0.205824	0.85355
VDAC2	45.3674	51.0302	0.169697	0.8829
ZNF503-AS1	0.275536	0.120762	-1.19007	0.46455
ZNF503-AS2	1.22321	1.3946	0.189174	0.95205
C10orf11	30.2355	23.3784	-0.371068	0.73755
RPS24	1401.61	1359.25	-0.0442697	0.97755
ZMIZ1	4.33491	9.40397	1.11727	0.31195
PPIF	147.285	24.1051	-2.6112	0.0454
EIF5AL1	1.33996	0.460842	-1.53984	0.28215
LOC650623	0.0571823	0.235769	2.04373	0.2483
LOC642361	1.45573	0.66791	-1.12402	0.495
LOC100288974	0.527087	0.00942049	-5.8061	0.23305
MBL1P	0.527087	0.00942049	-5.8061	0.23305
FAM213A	29.4266	13.6404	-1.10924	0.3244
PLAC9	6.93823	5.67642	-0.289587	0.8451
LOC439990	1.04902	3.40608	1.69907	0.231
C10orf58	99.0508	55.9092	-0.825084	0.49045
TSPAN14	6.96979	6.94985	-0.004132	0.9957
NRG3	0.21074	0.0203132	-3.37498	0.11175
GHITM	101.88	65.9921	-0.626507	0.62555
FAM190B	2.53443	3.34986	0.40244	0.71255
BMPR1A	2.99905	9.98624	1.73544	0.12805
SNCG	3.9846	1.88455	-1.08021	0.4994
AGAP11	146.146	310.43	1.08685	0.3465
C10orf116	146.146	310.43	1.08685	0.3465
FAM35A	4.59119	7.1776	0.644634	0.55695
FAM22A	1.30665	2.63804	1.01359	0.44205
LOC439994	1.95934	1.47279	-0.411817	0.89575
FAM22D	0.0744107	0.358021	2.26646	0.19205
MINPP1	15.2948	21.4027	0.48475	0.661
PAPSS2	22.153	3.21537	-2.78444	0.02135
PTEN	11.8996	24.1208	1.01937	0.3799
STAMBPL1	0.423326	0.350076	-0.274099	0.86625
FAS	4.31967	0.692343	-2.64136	0.4543
IFIT2	5.82266	3.43901	-0.759686	0.4959
IFIT3	7.46825	2.3603	-1.6618	0.17125
IFIT1	22.644	38.028	0.747935	0.5013
IFIT5	4.78183	2.45578	-0.96138	0.3905
KIF20B	0.22503	1.21895	2.43745	0.08705
RPP30	3.15312	5.18928	0.718754	0.54435
PCGF5	16.1552	20.1034	0.315442	0.837
HECTD2	0.497171	2.257	2.18259	0.13665
TNKS2	4.1178	6.14384	0.577266	0.58915
BTAF1	1.32388	3.98609	1.59021	0.16075
MARCH5	7.83867	9.88962	0.335305	0.7542
KIF11	0.285179	1.98726	2.80084	0.05785
HHEX	28.5442	47.7885	0.743463	0.49975
EXOC6	3.05133	7.56189	1.30931	0.24055
CYP26A1	1.06385	0.612932	-0.795493	0.6022
CEP55	0.0937505	1.28529	3.77712	0.04
O3FAR1	0.182969	0.528391	1.53001	0.3399
LGI1	0.4442	0.00493959	-6.49067	0.1724
SLC35G1	1.10255	2.09988	0.929462	0.49945
PLCE1	0.104242	0.473658	2.1839	0.16165
TBC1D12	0.713576	3.47232	2.28276	0.07635
HELLS	0.133474	0.517988	1.95636	0.249
CYP2C18	59.8118	1.22549	-5.60901	0.0004
CYP2C19	34.7365	0.0155767	-11.1228	0.2329
CYP2C9	427.823	3.17283	-7.0751	0.0002
ENTPD1	0.799276	2.41814	1.59713	0.1887
CCNJ	0.494524	0.733838	0.569421	0.87775
ZNF518A	0.702047	3.0558	2.12191	0.07745
LCOR	0.973433	3.25706	1.74242	0.13175
C10orf12	0.467859	0.69265	0.566052	0.69225
FRAT1	4.6383	8.29462	0.838581	0.48
PGAM1	74.3082	43.607	-0.76896	0.50205
ZDHHC16	20.2579	20.2666	0.000617426	0.99935
UBTD1	11.1836	4.31357	-1.37442	0.2736
HOGA1	35.2123	6.59866	-2.41583	0.04095
PI4K2A	5.1885	3.81204	-0.444752	0.69075
MARVELD1	2.83206	2.31118	-0.29322	0.8164
ZFYVE27	8.44193	6.11169	-0.466001	0.67605
GOLGA7B	0.17488	0.325278	0.895303	0.5776
C10orf28	2.59416	4.85868	0.905297	0.4757
CNNM1	0.40095	0.569615	0.506564	0.73245
ENTPD7	0.76905	1.96549	1.35374	0.67115
CUTC	14.5722	9.44078	-0.626244	0.8202
ABCC2	25.0453	16.6578	-0.588341	0.6121
SCD	281.761	432.122	0.616965	0.77125
LINC00263	13.72	3.13841	-2.12817	0.12595
HIF1AN	1.83894	4.09797	1.15604	0.3046
FAM178A	1.36049	7.88486	2.53496	0.0546
SEMA4G	13.5775	42.1913	1.63573	0.3318
C10orf2	2.62612	4.85989	0.887993	0.48115
LZTS2	7.06952	19.5665	1.4687	0.19615
SFXN3	2.47648	1.9492	-0.345409	0.7866
KAZALD1	0.252924	1.24964	2.30474	0.1756
TLX1	0.33736	0.0142124	-4.56907	0.2305
BTRC	1.92592	4.61567	1.26099	0.26225
DPCD	5.21968	5.23185	0.00335987	0.99755
HPS6	6.34782	5.73096	-0.147486	0.8947
PPRC1	3.97512	7.70168	0.954176	0.38285
NOLC1	10.7798	16.8673	0.6459	0.5566
GBF1	6.45596	12.7865	0.985923	0.3677
NFKB2	9.73917	10.6829	0.13343	0.90225
FBXL15	8.10268	5.31009	-0.609663	0.603
LOC100505761	4.99527	5.30519	0.0868418	0.9478
TMEM180	2.22857	2.55037	0.19459	0.88285
SUFU	2.40724	4.65709	0.952048	0.406
TRIM8	39.0234	34.4339	-0.180512	0.8732
SFXN2	13.2122	7.31337	-0.853261	0.4382
C10orf26	16.5841	12.3504	-0.425249	0.69815
AS3MT	37.8996	31.5491	-0.264587	0.8185
C10orf32	37.8996	31.5491	-0.264587	0.8185
CNNM2	3.56913	3.52662	-0.0172842	0.98815
TAF5	1.08113	1.89521	0.809816	0.8406
PDCD11	2.65736	8.49121	1.67598	0.14335
NEURL	0.180527	0.576838	1.67595	0.3147
SLK	2.85792	8.74717	1.61385	0.1462
SFR1	1.29843	1.43028	0.139533	0.9241
GSTO1	364.057	160.425	-1.18227	0.3543
GSTO2	3.3252	21.2221	2.67405	0.0551
ADD3	3.48801	4.18919	0.26427	0.81055
MXI1	18.0705	9.03913	-0.999383	0.3597
DUSP5	26.1245	1.98718	-3.71661	0.00825
SMC3	4.92423	14.0162	1.50912	0.1809
PDCD4	5.91769	31.0317	2.39064	0.1322
SHOC2	4.63185	13.1568	1.50615	0.17275
ADRA2A	0.505877	0.570201	0.172684	0.91155
ACSL5	33.7858	15.2713	-1.1456	0.30985
VTI1A	1.82254	2.48637	0.448089	0.7073
TCF7L2	6.11768	15.0477	1.29849	0.23475
HABP2	205.546	81.6811	-1.33139	0.3877
CASP7	8.8482	3.42322	-1.37003	0.24115
NHLRC2	1.43292	2.09914	0.55084	0.63355
ADRB1	0.944893	0.0116982	-6.3358	0.23375
FAM160B1	4.58346	5.30089	0.209795	0.846
TRUB1	3.20976	6.67035	1.0553	0.34815
ATRNL1	0.214188	0.0113021	-4.24422	0.09905
SLC18A2	5.58924	6.51065	0.22015	0.8415
NANOS1	1.22897	4.67192	1.92656	0.1233
FAM45A	2.74804	6.90495	1.32923	0.2575
GRK5	4.99859	3.50068	-0.513887	0.6661
BAG3	12.4095	9.92512	-0.322295	0.7712
INPP5F	1.04773	3.03456	1.53421	0.25325
SEC23IP	3.52939	6.22715	0.819153	0.44805
PPAPDC1A	1.00787	0.10394	-3.27749	0.13285
WDR11	4.62258	9.43915	1.02996	0.34255
TACC2	3.06057	6.20691	1.02008	0.3674
BTBD16	1.19693	0.269022	-2.15354	0.2017
PLEKHA1	7.86491	15.9336	1.01857	0.3482
HTRA1	51.3899	85.2324	0.729917	0.5376
PSTK	1.80587	0.917449	-0.976992	0.5298
ACADSB	72.7838	17.9956	-2.01598	0.16485
BUB3	14.8753	28.4928	0.937678	0.40855
LHPP	57.3627	18.0893	-1.66497	0.1404
FAM175B	4.41708	6.71059	0.603348	0.5915
ZRANB1	9.5362	11.6244	0.285664	0.7919
C10orf137	0.805906	1.71797	1.09202	0.3977
BCCIP	27.2021	30.0104	0.141745	0.92075
DOCK1	3.82184	6.94889	0.862514	0.4241
PTPRE	0.673024	1.21203	0.84869	0.52235
MGMT	329.072	68.1705	-2.27118	0.0799
GLRX3	17.8184	18.0228	0.0164547	0.98875
PPP2R2D	12.8191	8.37387	-0.614324	0.57655
LRRC27	1.2957	1.70068	0.392373	0.80135
PWWP2B	3.51875	5.11812	0.54055	0.66615
INPP5A	7.06667	16.9982	1.26628	0.25575
KNDC1	0.334821	0.329914	-0.0213009	0.98935
VENTX	0.307021	0.0785195	-1.96721	0.2955
ZNF511	44.0979	13.1404	-1.7467	0.45715
PRAP1	731.051	326.333	-1.16363	0.38575
PAOX	20.3262	6.34891	-1.67876	0.1474
MTG1	24.1596	15.3144	-0.657715	0.56655
CYP2E1	4960.16	902.461	-2.45845	0.32445
DIP2C	2.66135	1.86737	-0.511152	0.67685
LARP4B	3.96318	8.97231	1.17882	0.28965
IDI2	1.15532	1.41907	0.296656	0.4943
IDI1	47.4749	57.2209	0.269377	0.82105
ADARB2	0.035066	0.298753	3.09081	0.0855
PITRM1	13.2133	16.8191	0.348106	0.7584
KLF6	34.6689	24.9124	-0.476777	0.6914
tAKR	4.31662	0.377227	-3.5164	0.04395
AKR1C2	24.2059	1.45585	-4.05543	0.00435
ASB13	30.5267	10.1749	-1.58506	0.1601
GDI2	102.935	108.33	0.0736926	0.95385
ANKRD16	4.16225	6.46193	0.634602	0.61785
IL15RA	8.97574	5.57457	-0.687169	0.5648
IL2RA	0.0300413	0.170118	2.50151	0.2241
PRKCQ	0.195558	0.0928869	-1.07405	0.51885
SFMBT2	0.263576	0.176502	-0.578536	0.69975
ITIH5	0.562635	3.83559	2.76918	0.03905
KIN	1.94344	2.42329	0.31835	0.7815
USP6NL	5.78984	10.6177	0.874883	0.4197
UPF2	3.09303	9.04249	1.5477	0.1604
NUDT5	47.0756	40.0133	-0.234499	0.88035
CCDC3	10.7925	5.10124	-1.08112	0.3411
PHYH	271.039	69.4808	-1.96381	0.14935
SEPHS1	14.2199	18.1642	0.353185	0.74455
BEND7	3.3092	5.33233	0.688282	0.56325
FRMD4A	3.27618	5.18436	0.66215	0.53875
FAM107B	33.5452	46.0523	0.457166	0.7081
CDNF	3.09763	1.15331	-1.42538	0.3365
DCLRE1C	0.636776	1.78728	1.4889	0.2628
ACBD7	0.280166	0.245754	-0.189067	0.91035
NMT2	4.02518	2.80279	-0.522192	0.638
FAM171A1	11.8513	12.6758	0.0970283	0.9302
ITGA8	0.0214604	0.178665	3.05751	0.1817
FAM188A	5.0277	3.02478	-0.733066	0.5474
RSU1	9.3811	13.8982	0.567065	0.5979
TRDMT1	0.13659	0.124494	-0.133781	0.93375
PTPLA	0.556704	2.29236	2.04185	0.2127
NSUN6	13.7384	11.8214	-0.216814	0.8397
NEBL	0.239919	0.0599816	-1.99996	0.21355
C10orf114	14.7045	10.2181	-0.52513	0.63535
C10orf140	0.748555	0.819676	0.130945	0.91955
DNAJC1	22.4083	17.6294	-0.346045	0.74725
LOC100499489	0.535553	1.50027	1.48612	0.34245
PIP4K2A	4.49702	3.59448	-0.323188	0.77935
ARHGAP21	3.1276	8.3637	1.41908	0.2069
PRTFDC1	0.264996	0.63593	1.2629	0.45215
ABI1	5.93239	14.6522	1.30443	0.25665
ANKRD26	0.296649	0.759667	1.35661	0.30955
YME1L1	16.0235	29.8364	0.896884	0.4445
ACBD5	18.204	10.1648	-0.840679	0.4465
LOC387646	0.0033574	0.447295	7.05774	0.22095
MKX	0.429311	0.0537915	-2.99657	0.1055
MPP7	0.489895	5.69222	3.53845	0.0122
LOC220906	10.9071	16.6371	0.60913	0.5915
SVIL	2.58444	4.00989	0.633712	0.55775
KIAA1462	0.492217	11.8542	4.58996	0.00115
MTPAP	3.04098	3.55125	0.22379	0.83995
ZNF438	2.34734	2.06484	-0.185	0.8783
ZEB1-AS1	0.544028	1.25197	1.20245	0.4507
ARHGAP12	3.36646	13.0648	1.95638	0.087
KIF5B	7.10826	16.9511	1.25381	0.27285
EPC1	2.81291	6.57122	1.2241	0.2999
ITGB1	64.0587	217.994	1.76682	0.2516
NRP1	9.15958	26.1676	1.51443	0.199
PARD3	5.75563	16.9194	1.55564	0.1777
CUL2	4.22098	8.58057	1.0235	0.3449
